t,gtContinuityMSE
382,0.000449205341283232
383,0.0004371225950308144
384,0.0004141779209021479
385,0.00037755107041448355
386,0.00037128018448129296
387,0.0003896387352142483
388,0.0004198101523797959
389,0.00045068495091982186
390,0.00046565072261728346
391,0.00046087949885986745
392,0.00044874660670757294
393,0.0004257006221450865
394,0.0003966078220400959
395,0.00037580874050036073
396,0.00037223778781481087
397,0.0003976804728154093
398,0.00044248555786907673
399,0.00047707289922982454
400,0.0004928199923597276
401,0.0005050199688412249
402,0.0004970366135239601
403,0.00048587447963654995
404,0.00044153694761916995
405,0.00040312239434570074
406,0.00040862031164579093
407,0.00044072134187445045
408,0.0004669825138989836
409,0.000465377583168447
410,0.00043230727897025645
411,0.0004075373581144959
412,0.0003839415148831904
413,0.0003479110018815845
414,0.00032640871359035373
415,0.0003695398918353021
416,0.00041041101212613285
417,0.00037250216701067984
418,0.00034643744584172964
419,0.00034431720268912613
420,0.0003384232986718416
421,0.00034070812398567796
422,0.0003614039742387831
423,0.00036575912963598967
424,0.0003885317128151655
425,0.00041401421185582876
426,0.00042517948895692825
427,0.0004571048775687814
428,0.00043059748713858426
429,0.00042861339170485735
430,0.0004316401609685272
431,0.000436338217696175
432,0.00043089070823043585
433,0.000417417089920491
434,0.00042451522313058376
435,0.0004324961337260902
436,0.000462019961560145
437,0.00043975369771942496
438,0.0004081079096067697
439,0.0003952021070290357
440,0.00035874039167538285
441,0.0003086622164119035
442,0.0002836771891452372
443,0.00027625219081528485
444,0.0002821845409926027
445,0.00030086899641901255
446,0.0003126356459688395
447,0.0003173547447659075
448,0.00030662177596241236
449,0.0002874957281164825
450,0.000269827782176435
451,0.000253680715104565
452,0.0002363926323596388
453,0.0002715172595344484
454,0.00031786944600753486
455,0.00028597863274626434
456,0.0002477291563991457
457,0.00022453277779277414
458,0.00021842231217306107
459,0.00021843244030606002
460,0.00022956327302381396
461,0.00024158852465916425
462,0.0002622277825139463
463,0.0003069020458497107
464,0.0003450092044658959
465,0.00037054604035802186
466,0.00036161878961138427
467,0.00034217824577353895
468,0.0003250109148211777
469,0.00032283883774653077
470,0.00032923652906902134
471,0.00035836949246004224
472,0.0003908424114342779
473,0.00040948536479845643
474,0.00041898165363818407
475,0.00041539297671988606
476,0.0003952827537432313
477,0.00037807144690304995
478,0.0003527400258462876
479,0.0003391963546164334
480,0.00033994627301581204
481,0.00034416059497743845
482,0.00034916348522529006
483,0.00036486590397544205
484,0.00037580792559310794
485,0.00039914873195812106
486,0.00041872545261867344
487,0.0004263804294168949
488,0.0004026510287076235
489,0.0003860255819745362
490,0.0003811647475231439
491,0.00038930997834540904
492,0.0003895336121786386
493,0.0003840993158519268
494,0.00039011240005493164
495,0.00039421560359187424
496,0.000382076483219862
497,0.000383919250452891
498,0.0003915021079592407
